cycle,state,hpi,year,month,date,type
1975M06,AL,36.6351254,1975,06,6/1/1975,State
1975M07,AL,36.59171531,1975,07,7/1/1975,State
1975M08,AL,36.38675772,1975,08,8/1/1975,State
1975M09,AL,36.14164355,1975,09,9/1/1975,State
1975M10,AL,36.0129629,1975,10,10/1/1975,State
1975M11,AL,36.0926288,1975,11,11/1/1975,State
1975M12,AL,36.40744612,1975,12,12/1/1975,State
1976M01,AL,36.93275457,1976,01,1/1/1976,State
1976M02,AL,37.54566874,1976,02,2/1/1976,State
1976M03,AL,38.08914242,1976,03,3/1/1976,State
1976M04,AL,38.46664098,1976,04,4/1/1976,State
1976M05,AL,38.67852756,1976,05,5/1/1976,State
1976M06,AL,38.77079264,1976,06,6/1/1976,State
1976M07,AL,38.80673105,1976,07,7/1/1976,State
1976M08,AL,38.80280375,1976,08,8/1/1976,State
1976M09,AL,38.78182842,1976,09,9/1/1976,State
1976M10,AL,38.82151148,1976,10,10/1/1976,State
1976M11,AL,38.97428776,1976,11,11/1/1976,State
1976M12,AL,39.1486703,1976,12,12/1/1976,State
1977M01,AL,39.23835421,1977,01,1/1/1977,State
1977M02,AL,39.27190352,1977,02,2/1/1977,State
1977M03,AL,39.32504342,1977,03,3/1/1977,State
1977M04,AL,39.5057543,1977,04,4/1/1977,State
1977M05,AL,39.82434058,1977,05,5/1/1977,State
1977M06,AL,40.24172672,1977,06,6/1/1977,State
1977M07,AL,40.76554465,1977,07,7/1/1977,State
1977M08,AL,41.31326996,1977,08,8/1/1977,State
1977M09,AL,41.80257589,1977,09,9/1/1977,State
1977M10,AL,42.23631789,1977,10,10/1/1977,State
1977M11,AL,42.5639992,1977,11,11/1/1977,State
1977M12,AL,42.72160829,1977,12,12/1/1977,State
1978M01,AL,42.7715992,1978,01,1/1/1978,State
1978M02,AL,42.83672756,1978,02,2/1/1978,State
1978M03,AL,43.06308866,1978,03,3/1/1978,State
1978M04,AL,43.5497617,1978,04,4/1/1978,State
1978M05,AL,44.15108197,1978,05,5/1/1978,State
1978M06,AL,44.71694446,1978,06,6/1/1978,State
1978M07,AL,45.31115333,1978,07,7/1/1978,State
1978M08,AL,45.9426998,1978,08,8/1/1978,State
1978M09,AL,46.47744886,1978,09,9/1/1978,State
1978M10,AL,46.82019682,1978,10,10/1/1978,State
1978M11,AL,47.0558606,1978,11,11/1/1978,State
1978M12,AL,47.27779796,1978,12,12/1/1978,State
1979M01,AL,47.48095705,1979,01,1/1/1979,State
1979M02,AL,47.6871136,1979,02,2/1/1979,State
1979M03,AL,47.96266376,1979,03,3/1/1979,State
1979M04,AL,48.35014336,1979,04,4/1/1979,State
1979M05,AL,48.83349755,1979,05,5/1/1979,State
1979M06,AL,49.33418031,1979,06,6/1/1979,State
1979M07,AL,49.75766399,1979,07,7/1/1979,State
1979M08,AL,50.12265701,1979,08,8/1/1979,State
1979M09,AL,50.44459461,1979,09,9/1/1979,State
1979M10,AL,50.66497254,1979,10,10/1/1979,State
1979M11,AL,50.77397066,1979,11,11/1/1979,State
1979M12,AL,50.80283383,1979,12,12/1/1979,State
1980M01,AL,50.81887827,1980,01,1/1/1980,State
1980M02,AL,50.89057684,1980,02,2/1/1980,State
1980M03,AL,51.01139594,1980,03,3/1/1980,State
1980M04,AL,51.10342697,1980,04,4/1/1980,State
1980M05,AL,51.1964299,1980,05,5/1/1980,State
1980M06,AL,51.46824897,1980,06,6/1/1980,State
1980M07,AL,51.96123864,1980,07,7/1/1980,State
1980M08,AL,52.50952194,1980,08,8/1/1980,State
1980M09,AL,52.86235651,1980,09,9/1/1980,State
1980M10,AL,52.84419162,1980,10,10/1/1980,State
1980M11,AL,52.48423818,1980,11,11/1/1980,State
1980M12,AL,51.9208113,1980,12,12/1/1980,State
1981M01,AL,51.2960709,1981,01,1/1/1981,State
1981M02,AL,50.80492073,1981,02,2/1/1981,State
1981M03,AL,50.65322374,1981,03,3/1/1981,State
1981M04,AL,50.89879416,1981,04,4/1/1981,State
1981M05,AL,51.45939083,1981,05,5/1/1981,State
1981M06,AL,52.14488169,1981,06,6/1/1981,State
1981M07,AL,52.78099956,1981,07,7/1/1981,State
1981M08,AL,53.25460978,1981,08,8/1/1981,State
1981M09,AL,53.42824148,1981,09,9/1/1981,State
1981M10,AL,53.24889431,1981,10,10/1/1981,State
1981M11,AL,52.81509727,1981,11,11/1/1981,State
1981M12,AL,52.34505871,1981,12,12/1/1981,State
1982M01,AL,52.08810004,1982,01,1/1/1982,State
1982M02,AL,52.15830889,1982,02,2/1/1982,State
1982M03,AL,52.44040199,1982,03,3/1/1982,State
1982M04,AL,52.76144133,1982,04,4/1/1982,State
1982M05,AL,53.05246967,1982,05,5/1/1982,State
1982M06,AL,53.30813097,1982,06,6/1/1982,State
1982M07,AL,53.49412876,1982,07,7/1/1982,State
1982M08,AL,53.54845181,1982,08,8/1/1982,State
1982M09,AL,53.53180246,1982,09,9/1/1982,State
1982M10,AL,53.58510299,1982,10,10/1/1982,State
1982M11,AL,53.73555062,1982,11,11/1/1982,State
1982M12,AL,53.90743872,1982,12,12/1/1982,State
1983M01,AL,54.05560605,1983,01,1/1/1983,State
1983M02,AL,54.19681449,1983,02,2/1/1983,State
1983M03,AL,54.34497054,1983,03,3/1/1983,State
1983M04,AL,54.53456574,1983,04,4/1/1983,State
1983M05,AL,54.81683206,1983,05,5/1/1983,State
1983M06,AL,55.20569965,1983,06,6/1/1983,State
1983M07,AL,55.67826073,1983,07,7/1/1983,State
1983M08,AL,56.13012815,1983,08,8/1/1983,State
1983M09,AL,56.4543274,1983,09,9/1/1983,State
1983M10,AL,56.69525297,1983,10,10/1/1983,State
1983M11,AL,56.98776457,1983,11,11/1/1983,State
1983M12,AL,57.38099068,1983,12,12/1/1983,State
1984M01,AL,57.78433249,1984,01,1/1/1984,State
1984M02,AL,58.08284962,1984,02,2/1/1984,State
1984M03,AL,58.30567916,1984,03,3/1/1984,State
1984M04,AL,58.5900023,1984,04,4/1/1984,State
1984M05,AL,58.93136726,1984,05,5/1/1984,State
1984M06,AL,59.23145818,1984,06,6/1/1984,State
1984M07,AL,59.38690974,1984,07,7/1/1984,State
1984M08,AL,59.25804941,1984,08,8/1/1984,State
1984M09,AL,58.7975893,1984,09,9/1/1984,State
1984M10,AL,58.09716612,1984,10,10/1/1984,State
1984M11,AL,57.39420444,1984,11,11/1/1984,State
1984M12,AL,57.00119124,1984,12,12/1/1984,State
1985M01,AL,57.33508503,1985,01,1/1/1985,State
1985M02,AL,58.25136125,1985,02,2/1/1985,State
1985M03,AL,59.0052413,1985,03,3/1/1985,State
1985M04,AL,59.37609306,1985,04,4/1/1985,State
1985M05,AL,59.69133058,1985,05,5/1/1985,State
1985M06,AL,60.13838336,1985,06,6/1/1985,State
1985M07,AL,60.56547918,1985,07,7/1/1985,State
1985M08,AL,60.78063752,1985,08,8/1/1985,State
1985M09,AL,60.80823135,1985,09,9/1/1985,State
1985M10,AL,60.9634427,1985,10,10/1/1985,State
1985M11,AL,61.27535442,1985,11,11/1/1985,State
1985M12,AL,61.48702964,1985,12,12/1/1985,State
1986M01,AL,61.57128145,1986,01,1/1/1986,State
1986M02,AL,61.77071194,1986,02,2/1/1986,State
1986M03,AL,62.26041156,1986,03,3/1/1986,State
1986M04,AL,62.76139157,1986,04,4/1/1986,State
1986M05,AL,62.99401634,1986,05,5/1/1986,State
1986M06,AL,63.03128041,1986,06,6/1/1986,State
1986M07,AL,63.36614461,1986,07,7/1/1986,State
1986M08,AL,63.94267474,1986,08,8/1/1986,State
1986M09,AL,64.21195547,1986,09,9/1/1986,State
1986M10,AL,64.3013455,1986,10,10/1/1986,State
1986M11,AL,64.4764988,1986,11,11/1/1986,State
1986M12,AL,64.72268941,1986,12,12/1/1986,State
1987M01,AL,64.94845564,1987,01,1/1/1987,State
1987M02,AL,65.19867652,1987,02,2/1/1987,State
1987M03,AL,65.5170088,1987,03,3/1/1987,State
1987M04,AL,65.78622378,1987,04,4/1/1987,State
1987M05,AL,65.94735064,1987,05,5/1/1987,State
1987M06,AL,66.0442622,1987,06,6/1/1987,State
1987M07,AL,66.09399774,1987,07,7/1/1987,State
1987M08,AL,66.06882103,1987,08,8/1/1987,State
1987M09,AL,65.91067494,1987,09,9/1/1987,State
1987M10,AL,65.74265701,1987,10,10/1/1987,State
1987M11,AL,65.76722679,1987,11,11/1/1987,State
1987M12,AL,65.96691717,1987,12,12/1/1987,State
1988M01,AL,66.25647784,1988,01,1/1/1988,State
1988M02,AL,66.57573279,1988,02,2/1/1988,State
1988M03,AL,66.89672683,1988,03,3/1/1988,State
1988M04,AL,67.17691117,1988,04,4/1/1988,State
1988M05,AL,67.48311844,1988,05,5/1/1988,State
1988M06,AL,67.78376388,1988,06,6/1/1988,State
1988M07,AL,67.83196665,1988,07,7/1/1988,State
1988M08,AL,67.54970694,1988,08,8/1/1988,State
1988M09,AL,67.12876056,1988,09,9/1/1988,State
1988M10,AL,66.83304378,1988,10,10/1/1988,State
1988M11,AL,66.74269399,1988,11,11/1/1988,State
1988M12,AL,66.8562125,1988,12,12/1/1988,State
1989M01,AL,67.1173069,1989,01,1/1/1989,State
1989M02,AL,67.44890133,1989,02,2/1/1989,State
1989M03,AL,67.8267457,1989,03,3/1/1989,State
1989M04,AL,68.16929646,1989,04,4/1/1989,State
1989M05,AL,68.37763629,1989,05,5/1/1989,State
1989M06,AL,68.4883364,1989,06,6/1/1989,State
1989M07,AL,68.66049366,1989,07,7/1/1989,State
1989M08,AL,68.97469635,1989,08,8/1/1989,State
1989M09,AL,69.30107168,1989,09,9/1/1989,State
1989M10,AL,69.55507257,1989,10,10/1/1989,State
1989M11,AL,69.74410068,1989,11,11/1/1989,State
1989M12,AL,69.79133264,1989,12,12/1/1989,State
1990M01,AL,69.72688028,1990,01,1/1/1990,State
1990M02,AL,69.70663015,1990,02,2/1/1990,State
1990M03,AL,69.82202083,1990,03,3/1/1990,State
1990M04,AL,70.05293346,1990,04,4/1/1990,State
1990M05,AL,70.31805396,1990,05,5/1/1990,State
1990M06,AL,70.48805322,1990,06,6/1/1990,State
1990M07,AL,70.5073415,1990,07,7/1/1990,State
1990M08,AL,70.50103614,1990,08,8/1/1990,State
1990M09,AL,70.57737269,1990,09,9/1/1990,State
1990M10,AL,70.6737363,1990,10,10/1/1990,State
1990M11,AL,70.64995476,1990,11,11/1/1990,State
1990M12,AL,70.51976958,1990,12,12/1/1990,State
1991M01,AL,70.44768657,1991,01,1/1/1991,State
1991M02,AL,70.56064171,1991,02,2/1/1991,State
1991M03,AL,70.87589152,1991,03,3/1/1991,State
1991M04,AL,71.26907282,1991,04,4/1/1991,State
1991M05,AL,71.60210458,1991,05,5/1/1991,State
1991M06,AL,71.80827491,1991,06,6/1/1991,State
1991M07,AL,71.88213108,1991,07,7/1/1991,State
1991M08,AL,71.92878517,1991,08,8/1/1991,State
1991M09,AL,72.01573396,1991,09,9/1/1991,State
1991M10,AL,72.18502866,1991,10,10/1/1991,State
1991M11,AL,72.42897295,1991,11,11/1/1991,State
1991M12,AL,72.60487638,1991,12,12/1/1991,State
1992M01,AL,72.72074977,1992,01,1/1/1992,State
1992M02,AL,72.91569731,1992,02,2/1/1992,State
1992M03,AL,73.13672619,1992,03,3/1/1992,State
1992M04,AL,73.28403104,1992,04,4/1/1992,State
1992M05,AL,73.45089553,1992,05,5/1/1992,State
1992M06,AL,73.68186041,1992,06,6/1/1992,State
1992M07,AL,74.02413543,1992,07,7/1/1992,State
1992M08,AL,74.5220249,1992,08,8/1/1992,State
1992M09,AL,74.98935778,1992,09,9/1/1992,State
1992M10,AL,75.26746614,1992,10,10/1/1992,State
1992M11,AL,75.36823038,1992,11,11/1/1992,State
1992M12,AL,75.3113023,1992,12,12/1/1992,State
1993M01,AL,75.24884349,1993,01,1/1/1993,State
1993M02,AL,75.44491786,1993,02,2/1/1993,State
1993M03,AL,75.85163828,1993,03,3/1/1993,State
1993M04,AL,76.22673974,1993,04,4/1/1993,State
1993M05,AL,76.63511239,1993,05,5/1/1993,State
1993M06,AL,77.119573,1993,06,6/1/1993,State
1993M07,AL,77.57052213,1993,07,7/1/1993,State
1993M08,AL,77.94606678,1993,08,8/1/1993,State
1993M09,AL,78.24290848,1993,09,9/1/1993,State
1993M10,AL,78.47119813,1993,10,10/1/1993,State
1993M11,AL,78.5880857,1993,11,11/1/1993,State
1993M12,AL,78.64008089,1993,12,12/1/1993,State
1994M01,AL,78.70541595,1994,01,1/1/1994,State
1994M02,AL,78.97749526,1994,02,2/1/1994,State
1994M03,AL,79.56890427,1994,03,3/1/1994,State
1994M04,AL,80.24825557,1994,04,4/1/1994,State
1994M05,AL,80.76256816,1994,05,5/1/1994,State
1994M06,AL,81.02590725,1994,06,6/1/1994,State
1994M07,AL,81.14091013,1994,07,7/1/1994,State
1994M08,AL,81.21419382,1994,08,8/1/1994,State
1994M09,AL,81.34858817,1994,09,9/1/1994,State
1994M10,AL,81.64730803,1994,10,10/1/1994,State
1994M11,AL,82.09346448,1994,11,11/1/1994,State
1994M12,AL,82.46762108,1994,12,12/1/1994,State
1995M01,AL,82.62264121,1995,01,1/1/1995,State
1995M02,AL,82.68747552,1995,02,2/1/1995,State
1995M03,AL,82.79207639,1995,03,3/1/1995,State
1995M04,AL,82.97966945,1995,04,4/1/1995,State
1995M05,AL,83.25187841,1995,05,5/1/1995,State
1995M06,AL,83.58572866,1995,06,6/1/1995,State
1995M07,AL,83.97501567,1995,07,7/1/1995,State
1995M08,AL,84.34386224,1995,08,8/1/1995,State
1995M09,AL,84.46637479,1995,09,9/1/1995,State
1995M10,AL,84.42179535,1995,10,10/1/1995,State
1995M11,AL,84.49717516,1995,11,11/1/1995,State
1995M12,AL,84.6789101,1995,12,12/1/1995,State
1996M01,AL,84.88570929,1996,01,1/1/1996,State
1996M02,AL,85.18341828,1996,02,2/1/1996,State
1996M03,AL,85.77826442,1996,03,3/1/1996,State
1996M04,AL,86.57416072,1996,04,4/1/1996,State
1996M05,AL,87.16471977,1996,05,5/1/1996,State
1996M06,AL,87.44283173,1996,06,6/1/1996,State
1996M07,AL,87.51324101,1996,07,7/1/1996,State
1996M08,AL,87.59750686,1996,08,8/1/1996,State
1996M09,AL,87.8625751,1996,09,9/1/1996,State
1996M10,AL,88.13337733,1996,10,10/1/1996,State
1996M11,AL,88.11906162,1996,11,11/1/1996,State
1996M12,AL,87.98722186,1996,12,12/1/1996,State
1997M01,AL,88.09720233,1997,01,1/1/1997,State
1997M02,AL,88.48205158,1997,02,2/1/1997,State
1997M03,AL,89.00267927,1997,03,3/1/1997,State
1997M04,AL,89.44746001,1997,04,4/1/1997,State
1997M05,AL,89.83044217,1997,05,5/1/1997,State
1997M06,AL,90.22629312,1997,06,6/1/1997,State
1997M07,AL,90.52622836,1997,07,7/1/1997,State
1997M08,AL,90.61487136,1997,08,8/1/1997,State
1997M09,AL,90.47488358,1997,09,9/1/1997,State
1997M10,AL,90.42325556,1997,10,10/1/1997,State
1997M11,AL,90.58107566,1997,11,11/1/1997,State
1997M12,AL,90.74671127,1997,12,12/1/1997,State
1998M01,AL,90.82433183,1998,01,1/1/1998,State
1998M02,AL,90.96321733,1998,02,2/1/1998,State
1998M03,AL,91.34628359,1998,03,3/1/1998,State
1998M04,AL,91.86173703,1998,04,4/1/1998,State
1998M05,AL,92.28122316,1998,05,5/1/1998,State
1998M06,AL,92.57451139,1998,06,6/1/1998,State
1998M07,AL,92.8894109,1998,07,7/1/1998,State
1998M08,AL,93.17523602,1998,08,8/1/1998,State
1998M09,AL,93.35296406,1998,09,9/1/1998,State
1998M10,AL,93.57189666,1998,10,10/1/1998,State
1998M11,AL,93.80137079,1998,11,11/1/1998,State
1998M12,AL,93.90018332,1998,12,12/1/1998,State
1999M01,AL,93.98744044,1999,01,1/1/1999,State
1999M02,AL,94.31194985,1999,02,2/1/1999,State
1999M03,AL,94.86670558,1999,03,3/1/1999,State
1999M04,AL,95.36566108,1999,04,4/1/1999,State
1999M05,AL,95.79692581,1999,05,5/1/1999,State
1999M06,AL,96.23777549,1999,06,6/1/1999,State
1999M07,AL,96.53268389,1999,07,7/1/1999,State
1999M08,AL,96.75686739,1999,08,8/1/1999,State
1999M09,AL,96.95984324,1999,09,9/1/1999,State
1999M10,AL,97.20520857,1999,10,10/1/1999,State
1999M11,AL,97.50998626,1999,11,11/1/1999,State
1999M12,AL,97.66119742,1999,12,12/1/1999,State
2000M01,AL,97.7133159,2000,01,1/1/2000,State
2000M02,AL,97.87771972,2000,02,2/1/2000,State
2000M03,AL,98.19058966,2000,03,3/1/2000,State
2000M04,AL,98.78172502,2000,04,4/1/2000,State
2000M05,AL,99.57903571,2000,05,5/1/2000,State
2000M06,AL,100.0810195,2000,06,6/1/2000,State
2000M07,AL,100.0900996,2000,07,7/1/2000,State
2000M08,AL,99.88357818,2000,08,8/1/2000,State
2000M09,AL,99.86850768,2000,09,9/1/2000,State
2000M10,AL,99.99276657,2000,10,10/1/2000,State
2000M11,AL,100.0498016,2000,11,11/1/2000,State
2000M12,AL,100,2000,12,12/1/2000,State
2001M01,AL,99.93784313,2001,01,1/1/2001,State
2001M02,AL,100.0615389,2001,02,2/1/2001,State
2001M03,AL,100.4847552,2001,03,3/1/2001,State
2001M04,AL,101.1555327,2001,04,4/1/2001,State
2001M05,AL,101.7117588,2001,05,5/1/2001,State
2001M06,AL,101.9393267,2001,06,6/1/2001,State
2001M07,AL,102.0037837,2001,07,7/1/2001,State
2001M08,AL,102.0283912,2001,08,8/1/2001,State
2001M09,AL,102.0706241,2001,09,9/1/2001,State
2001M10,AL,102.1454408,2001,10,10/1/2001,State
2001M11,AL,102.1494566,2001,11,11/1/2001,State
2001M12,AL,102.1702766,2001,12,12/1/2001,State
2002M01,AL,102.2872901,2002,01,1/1/2002,State
2002M02,AL,102.4839703,2002,02,2/1/2002,State
2002M03,AL,102.880425,2002,03,3/1/2002,State
2002M04,AL,103.5010221,2002,04,4/1/2002,State
2002M05,AL,104.1785283,2002,05,5/1/2002,State
2002M06,AL,104.5747162,2002,06,6/1/2002,State
2002M07,AL,104.817013,2002,07,7/1/2002,State
2002M08,AL,105.0227935,2002,08,8/1/2002,State
2002M09,AL,105.1427158,2002,09,9/1/2002,State
2002M10,AL,105.4886718,2002,10,10/1/2002,State
2002M11,AL,105.9230584,2002,11,11/1/2002,State
2002M12,AL,106.1470646,2002,12,12/1/2002,State
2003M01,AL,106.1844716,2003,01,1/1/2003,State
2003M02,AL,106.1201267,2003,02,2/1/2003,State
2003M03,AL,106.1235581,2003,03,3/1/2003,State
2003M04,AL,106.4402509,2003,04,4/1/2003,State
2003M05,AL,107.0949155,2003,05,5/1/2003,State
2003M06,AL,107.9247569,2003,06,6/1/2003,State
2003M07,AL,108.7544843,2003,07,7/1/2003,State
2003M08,AL,109.226925,2003,08,8/1/2003,State
2003M09,AL,109.3213574,2003,09,9/1/2003,State
2003M10,AL,109.3162068,2003,10,10/1/2003,State
2003M11,AL,109.3922852,2003,11,11/1/2003,State
2003M12,AL,109.586473,2003,12,12/1/2003,State
2004M01,AL,109.880116,2004,01,1/1/2004,State
2004M02,AL,110.2002404,2004,02,2/1/2004,State
2004M03,AL,110.4953985,2004,03,3/1/2004,State
2004M04,AL,111.1017049,2004,04,4/1/2004,State
2004M05,AL,112.3148171,2004,05,5/1/2004,State
2004M06,AL,113.7420987,2004,06,6/1/2004,State
2004M07,AL,114.5811239,2004,07,7/1/2004,State
2004M08,AL,114.6934837,2004,08,8/1/2004,State
2004M09,AL,114.6706108,2004,09,9/1/2004,State
2004M10,AL,115.0273276,2004,10,10/1/2004,State
2004M11,AL,115.5725908,2004,11,11/1/2004,State
2004M12,AL,115.7651622,2004,12,12/1/2004,State
2005M01,AL,115.7861352,2005,01,1/1/2005,State
2005M02,AL,116.1419564,2005,02,2/1/2005,State
2005M03,AL,117.1815674,2005,03,3/1/2005,State
2005M04,AL,118.7225545,2005,04,4/1/2005,State
2005M05,AL,120.2686086,2005,05,5/1/2005,State
2005M06,AL,121.5390998,2005,06,6/1/2005,State
2005M07,AL,122.4329764,2005,07,7/1/2005,State
2005M08,AL,123.0736816,2005,08,8/1/2005,State
2005M09,AL,123.6744537,2005,09,9/1/2005,State
2005M10,AL,124.5018494,2005,10,10/1/2005,State
2005M11,AL,125.3559964,2005,11,11/1/2005,State
2005M12,AL,125.9512705,2005,12,12/1/2005,State
2006M01,AL,126.5781576,2006,01,1/1/2006,State
2006M02,AL,127.3986782,2006,02,2/1/2006,State
2006M03,AL,128.4117235,2006,03,3/1/2006,State
2006M04,AL,129.7556312,2006,04,4/1/2006,State
2006M05,AL,131.122397,2006,05,5/1/2006,State
2006M06,AL,132.1127159,2006,06,6/1/2006,State
2006M07,AL,132.7079078,2006,07,7/1/2006,State
2006M08,AL,133.1000395,2006,08,8/1/2006,State
2006M09,AL,133.2574987,2006,09,9/1/2006,State
2006M10,AL,133.2290113,2006,10,10/1/2006,State
2006M11,AL,133.2228027,2006,11,11/1/2006,State
2006M12,AL,133.1583667,2006,12,12/1/2006,State
2007M01,AL,132.9004317,2007,01,1/1/2007,State
2007M02,AL,133.1882834,2007,02,2/1/2007,State
2007M03,AL,134.2980214,2007,03,3/1/2007,State
2007M04,AL,135.3867058,2007,04,4/1/2007,State
2007M05,AL,136.2387177,2007,05,5/1/2007,State
2007M06,AL,136.7798573,2007,06,6/1/2007,State
2007M07,AL,136.8502848,2007,07,7/1/2007,State
2007M08,AL,136.6156353,2007,08,8/1/2007,State
2007M09,AL,136.0255689,2007,09,9/1/2007,State
2007M10,AL,135.2587503,2007,10,10/1/2007,State
2007M11,AL,134.4112517,2007,11,11/1/2007,State
2007M12,AL,133.3902919,2007,12,12/1/2007,State
2008M01,AL,132.7181409,2008,01,1/1/2008,State
2008M02,AL,132.6646029,2008,02,2/1/2008,State
2008M03,AL,133.1174559,2008,03,3/1/2008,State
2008M04,AL,133.7745712,2008,04,4/1/2008,State
2008M05,AL,134.1660584,2008,05,5/1/2008,State
2008M06,AL,134.2057814,2008,06,6/1/2008,State
2008M07,AL,134.1710379,2008,07,7/1/2008,State
2008M08,AL,133.7448176,2008,08,8/1/2008,State
2008M09,AL,132.6587629,2008,09,9/1/2008,State
2008M10,AL,131.0961636,2008,10,10/1/2008,State
2008M11,AL,129.2194418,2008,11,11/1/2008,State
2008M12,AL,127.6582366,2008,12,12/1/2008,State
2009M01,AL,126.8868192,2009,01,1/1/2009,State
2009M02,AL,126.5719155,2009,02,2/1/2009,State
2009M03,AL,126.47441,2009,03,3/1/2009,State
2009M04,AL,126.7729621,2009,04,4/1/2009,State
2009M05,AL,127.1214956,2009,05,5/1/2009,State
2009M06,AL,127.0379499,2009,06,6/1/2009,State
2009M07,AL,126.7818053,2009,07,7/1/2009,State
2009M08,AL,126.480915,2009,08,8/1/2009,State
2009M09,AL,126.3062049,2009,09,9/1/2009,State
2009M10,AL,126.3742155,2009,10,10/1/2009,State
2009M11,AL,126.008179,2009,11,11/1/2009,State
2009M12,AL,125.0685765,2009,12,12/1/2009,State
2010M01,AL,123.9619903,2010,01,1/1/2010,State
2010M02,AL,122.8744655,2010,02,2/1/2010,State
2010M03,AL,122.1503288,2010,03,3/1/2010,State
2010M04,AL,122.093461,2010,04,4/1/2010,State
2010M05,AL,122.207936,2010,05,5/1/2010,State
2010M06,AL,121.8166687,2010,06,6/1/2010,State
2010M07,AL,121.0788023,2010,07,7/1/2010,State
2010M08,AL,120.3685546,2010,08,8/1/2010,State
2010M09,AL,119.5870874,2010,09,9/1/2010,State
2010M10,AL,118.6461173,2010,10,10/1/2010,State
2010M11,AL,117.5418313,2010,11,11/1/2010,State
2010M12,AL,116.4583316,2010,12,12/1/2010,State
2011M01,AL,115.6872708,2011,01,1/1/2011,State
2011M02,AL,115.3415804,2011,02,2/1/2011,State
2011M03,AL,115.4537477,2011,03,3/1/2011,State
2011M04,AL,115.8067853,2011,04,4/1/2011,State
2011M05,AL,115.97841,2011,05,5/1/2011,State
2011M06,AL,115.9204793,2011,06,6/1/2011,State
2011M07,AL,115.6268169,2011,07,7/1/2011,State
2011M08,AL,114.958239,2011,08,8/1/2011,State
2011M09,AL,113.9175211,2011,09,9/1/2011,State
2011M10,AL,112.8608692,2011,10,10/1/2011,State
2011M11,AL,112.3535873,2011,11,11/1/2011,State
2011M12,AL,112.3609563,2011,12,12/1/2011,State
2012M01,AL,112.581694,2012,01,1/1/2012,State
2012M02,AL,113.0058015,2012,02,2/1/2012,State
2012M03,AL,113.7457681,2012,03,3/1/2012,State
2012M04,AL,114.8982425,2012,04,4/1/2012,State
2012M05,AL,116.1632793,2012,05,5/1/2012,State
2012M06,AL,116.9633188,2012,06,6/1/2012,State
2012M07,AL,117.0004488,2012,07,7/1/2012,State
2012M08,AL,116.6199776,2012,08,8/1/2012,State
2012M09,AL,116.1899231,2012,09,9/1/2012,State
2012M10,AL,115.6866672,2012,10,10/1/2012,State
2012M11,AL,115.3494563,2012,11,11/1/2012,State
2012M12,AL,115.3240974,2012,12,12/1/2012,State
2013M01,AL,115.4998289,2013,01,1/1/2013,State
2013M02,AL,116.0172735,2013,02,2/1/2013,State
2013M03,AL,116.976735,2013,03,3/1/2013,State
2013M04,AL,118.1021896,2013,04,4/1/2013,State
