cycle,state,hpi,year,month,date,type
1986M01,MA,54.77629605,1986,01,1/1/1986,State
1986M02,MA,55.65117747,1986,02,2/1/1986,State
1986M03,MA,56.63908232,1986,03,3/1/1986,State
1986M04,MA,57.59199438,1986,04,4/1/1986,State
1986M05,MA,58.55143549,1986,05,5/1/1986,State
1986M06,MA,59.76348828,1986,06,6/1/1986,State
1986M07,MA,61.04292713,1986,07,7/1/1986,State
1986M08,MA,62.04442927,1986,08,8/1/1986,State
1986M09,MA,62.80478697,1986,09,9/1/1986,State
1986M10,MA,63.73100599,1986,10,10/1/1986,State
1986M11,MA,64.66976062,1986,11,11/1/1986,State
1986M12,MA,65.27810868,1986,12,12/1/1986,State
1987M01,MA,65.83359881,1987,01,1/1/1987,State
1987M02,MA,66.36423931,1987,02,2/1/1987,State
1987M03,MA,66.94895766,1987,03,3/1/1987,State
1987M04,MA,67.65829003,1987,04,4/1/1987,State
1987M05,MA,68.43040359,1987,05,5/1/1987,State
1987M06,MA,69.15975649,1987,06,6/1/1987,State
1987M07,MA,69.63599731,1987,07,7/1/1987,State
1987M08,MA,69.99381502,1987,08,8/1/1987,State
1987M09,MA,70.41834072,1987,09,9/1/1987,State
1987M10,MA,70.77604734,1987,10,10/1/1987,State
1987M11,MA,70.93555142,1987,11,11/1/1987,State
1987M12,MA,70.90863588,1987,12,12/1/1987,State
1988M01,MA,70.82676208,1988,01,1/1/1988,State
1988M02,MA,70.89238193,1988,02,2/1/1988,State
1988M03,MA,71.12996775,1988,03,3/1/1988,State
1988M04,MA,71.54454422,1988,04,4/1/1988,State
1988M05,MA,71.97170361,1988,05,5/1/1988,State
1988M06,MA,72.08698996,1988,06,6/1/1988,State
1988M07,MA,72.04747802,1988,07,7/1/1988,State
1988M08,MA,71.98719563,1988,08,8/1/1988,State
1988M09,MA,71.98034697,1988,09,9/1/1988,State
1988M10,MA,72.11401552,1988,10,10/1/1988,State
1988M11,MA,72.14822913,1988,11,11/1/1988,State
1988M12,MA,72.09814431,1988,12,12/1/1988,State
1989M01,MA,72.15209987,1989,01,1/1/1989,State
1989M02,MA,72.12375725,1989,02,2/1/1989,State
1989M03,MA,71.85956445,1989,03,3/1/1989,State
1989M04,MA,71.67172716,1989,04,4/1/1989,State
1989M05,MA,71.67394517,1989,05,5/1/1989,State
1989M06,MA,71.72572633,1989,06,6/1/1989,State
1989M07,MA,71.86990647,1989,07,7/1/1989,State
1989M08,MA,72.09051382,1989,08,8/1/1989,State
1989M09,MA,72.29402611,1989,09,9/1/1989,State
1989M10,MA,72.29710179,1989,10,10/1/1989,State
1989M11,MA,72.15738226,1989,11,11/1/1989,State
1989M12,MA,72.13500145,1989,12,12/1/1989,State
1990M01,MA,72.06297176,1990,01,1/1/1990,State
1990M02,MA,71.70414227,1990,02,2/1/1990,State
1990M03,MA,71.02721425,1990,03,3/1/1990,State
1990M04,MA,70.32939391,1990,04,4/1/1990,State
1990M05,MA,69.85110703,1990,05,5/1/1990,State
1990M06,MA,69.50649265,1990,06,6/1/1990,State
1990M07,MA,69.06117908,1990,07,7/1/1990,State
1990M08,MA,68.56056657,1990,08,8/1/1990,State
1990M09,MA,68.22301218,1990,09,9/1/1990,State
1990M10,MA,67.65737991,1990,10,10/1/1990,State
1990M11,MA,66.77975814,1990,11,11/1/1990,State
1990M12,MA,66.08503387,1990,12,12/1/1990,State
1991M01,MA,65.62418882,1991,01,1/1/1991,State
1991M02,MA,65.31717239,1991,02,2/1/1991,State
1991M03,MA,65.0897008,1991,03,3/1/1991,State
1991M04,MA,64.77705086,1991,04,4/1/1991,State
1991M05,MA,64.46504375,1991,05,5/1/1991,State
1991M06,MA,64.27625821,1991,06,6/1/1991,State
1991M07,MA,64.07672886,1991,07,7/1/1991,State
1991M08,MA,63.80620478,1991,08,8/1/1991,State
1991M09,MA,63.57596604,1991,09,9/1/1991,State
1991M10,MA,63.40494787,1991,10,10/1/1991,State
1991M11,MA,63.36824299,1991,11,11/1/1991,State
1991M12,MA,63.42319214,1991,12,12/1/1991,State
1992M01,MA,63.51643823,1992,01,1/1/1992,State
1992M02,MA,63.55018982,1992,02,2/1/1992,State
1992M03,MA,63.24989885,1992,03,3/1/1992,State
1992M04,MA,62.90169647,1992,04,4/1/1992,State
1992M05,MA,62.7648213,1992,05,5/1/1992,State
1992M06,MA,62.69176796,1992,06,6/1/1992,State
1992M07,MA,62.71047619,1992,07,7/1/1992,State
1992M08,MA,62.7499234,1992,08,8/1/1992,State
1992M09,MA,62.71099304,1992,09,9/1/1992,State
1992M10,MA,62.71474045,1992,10,10/1/1992,State
1992M11,MA,62.69592464,1992,11,11/1/1992,State
1992M12,MA,62.2058255,1992,12,12/1/1992,State
1993M01,MA,61.25434229,1993,01,1/1/1993,State
1993M02,MA,60.44042597,1993,02,2/1/1993,State
1993M03,MA,60.27578343,1993,03,3/1/1993,State
1993M04,MA,60.5894807,1993,04,4/1/1993,State
1993M05,MA,60.87212197,1993,05,5/1/1993,State
1993M06,MA,61.11146018,1993,06,6/1/1993,State
1993M07,MA,61.28598069,1993,07,7/1/1993,State
1993M08,MA,61.3096619,1993,08,8/1/1993,State
1993M09,MA,61.2045411,1993,09,9/1/1993,State
1993M10,MA,61.1248819,1993,10,10/1/1993,State
1993M11,MA,61.08305424,1993,11,11/1/1993,State
1993M12,MA,60.95338793,1993,12,12/1/1993,State
1994M01,MA,60.83640231,1994,01,1/1/1994,State
1994M02,MA,60.64787321,1994,02,2/1/1994,State
1994M03,MA,60.69401815,1994,03,3/1/1994,State
1994M04,MA,61.28951004,1994,04,4/1/1994,State
1994M05,MA,62.05994623,1994,05,5/1/1994,State
1994M06,MA,62.72055418,1994,06,6/1/1994,State
1994M07,MA,63.08451009,1994,07,7/1/1994,State
1994M08,MA,63.07959508,1994,08,8/1/1994,State
1994M09,MA,62.971535,1994,09,9/1/1994,State
1994M10,MA,62.9182417,1994,10,10/1/1994,State
1994M11,MA,62.85094347,1994,11,11/1/1994,State
1994M12,MA,62.70261408,1994,12,12/1/1994,State
1995M01,MA,62.48571433,1995,01,1/1/1995,State
1995M02,MA,62.35030553,1995,02,2/1/1995,State
1995M03,MA,62.54821418,1995,03,3/1/1995,State
1995M04,MA,63.11048361,1995,04,4/1/1995,State
1995M05,MA,63.6112711,1995,05,5/1/1995,State
1995M06,MA,63.74769718,1995,06,6/1/1995,State
1995M07,MA,63.75870501,1995,07,7/1/1995,State
1995M08,MA,63.79279808,1995,08,8/1/1995,State
1995M09,MA,63.78898881,1995,09,9/1/1995,State
1995M10,MA,63.61480355,1995,10,10/1/1995,State
1995M11,MA,63.39154179,1995,11,11/1/1995,State
1995M12,MA,63.38980703,1995,12,12/1/1995,State
1996M01,MA,63.39371124,1996,01,1/1/1996,State
1996M02,MA,63.4344347,1996,02,2/1/1996,State
1996M03,MA,63.86461484,1996,03,3/1/1996,State
1996M04,MA,64.60958592,1996,04,4/1/1996,State
1996M05,MA,65.38215903,1996,05,5/1/1996,State
1996M06,MA,66.03332894,1996,06,6/1/1996,State
1996M07,MA,66.39389051,1996,07,7/1/1996,State
1996M08,MA,66.49563182,1996,08,8/1/1996,State
1996M09,MA,66.50077624,1996,09,9/1/1996,State
1996M10,MA,66.5195792,1996,10,10/1/1996,State
1996M11,MA,66.54808962,1996,11,11/1/1996,State
1996M12,MA,66.41670262,1996,12,12/1/1996,State
1997M01,MA,66.28922009,1997,01,1/1/1997,State
1997M02,MA,66.34768786,1997,02,2/1/1997,State
1997M03,MA,66.79305499,1997,03,3/1/1997,State
1997M04,MA,67.72381938,1997,04,4/1/1997,State
1997M05,MA,68.64674004,1997,05,5/1/1997,State
1997M06,MA,69.17144388,1997,06,6/1/1997,State
1997M07,MA,69.40740998,1997,07,7/1/1997,State
1997M08,MA,69.61508125,1997,08,8/1/1997,State
1997M09,MA,69.90772165,1997,09,9/1/1997,State
1997M10,MA,70.20145816,1997,10,10/1/1997,State
1997M11,MA,70.44925326,1997,11,11/1/1997,State
1997M12,MA,70.47922011,1997,12,12/1/1997,State
1998M01,MA,70.44523451,1998,01,1/1/1998,State
1998M02,MA,70.84896549,1998,02,2/1/1998,State
1998M03,MA,71.78494293,1998,03,3/1/1998,State
1998M04,MA,72.9748882,1998,04,4/1/1998,State
1998M05,MA,74.10020909,1998,05,5/1/1998,State
1998M06,MA,75.13907144,1998,06,6/1/1998,State
1998M07,MA,76.00758179,1998,07,7/1/1998,State
1998M08,MA,76.51652211,1998,08,8/1/1998,State
1998M09,MA,76.67715176,1998,09,9/1/1998,State
1998M10,MA,76.81192379,1998,10,10/1/1998,State
1998M11,MA,77.10698665,1998,11,11/1/1998,State
1998M12,MA,77.39087127,1998,12,12/1/1998,State
1999M01,MA,77.77379814,1999,01,1/1/1999,State
1999M02,MA,78.40658256,1999,02,2/1/1999,State
1999M03,MA,79.30446275,1999,03,3/1/1999,State
1999M04,MA,80.40246249,1999,04,4/1/1999,State
1999M05,MA,81.67571185,1999,05,5/1/1999,State
1999M06,MA,83.108953,1999,06,6/1/1999,State
1999M07,MA,84.457853,1999,07,7/1/1999,State
1999M08,MA,85.40438863,1999,08,8/1/1999,State
1999M09,MA,85.93832837,1999,09,9/1/1999,State
1999M10,MA,86.44371998,1999,10,10/1/1999,State
1999M11,MA,86.93777867,1999,11,11/1/1999,State
1999M12,MA,87.54566956,1999,12,12/1/1999,State
2000M01,MA,88.32415768,2000,01,1/1/2000,State
2000M02,MA,89.19548888,2000,02,2/1/2000,State
2000M03,MA,90.31233738,2000,03,3/1/2000,State
2000M04,MA,91.70108504,2000,04,4/1/2000,State
2000M05,MA,93.40790467,2000,05,5/1/2000,State
2000M06,MA,95.17565986,2000,06,6/1/2000,State
2000M07,MA,96.46997119,2000,07,7/1/2000,State
2000M08,MA,97.33583129,2000,08,8/1/2000,State
2000M09,MA,98.03954239,2000,09,9/1/2000,State
2000M10,MA,98.6545016,2000,10,10/1/2000,State
2000M11,MA,99.32417018,2000,11,11/1/2000,State
2000M12,MA,100,2000,12,12/1/2000,State
2001M01,MA,100.7189507,2001,01,1/1/2001,State
2001M02,MA,101.5567697,2001,02,2/1/2001,State
2001M03,MA,102.8806662,2001,03,3/1/2001,State
2001M04,MA,104.5594384,2001,04,4/1/2001,State
2001M05,MA,105.9986032,2001,05,5/1/2001,State
2001M06,MA,107.3902055,2001,06,6/1/2001,State
2001M07,MA,108.9772645,2001,07,7/1/2001,State
2001M08,MA,110.2995314,2001,08,8/1/2001,State
2001M09,MA,111.0297099,2001,09,9/1/2001,State
2001M10,MA,111.3589925,2001,10,10/1/2001,State
2001M11,MA,111.4220385,2001,11,11/1/2001,State
2001M12,MA,111.2307125,2001,12,12/1/2001,State
2002M01,MA,111.6043257,2002,01,1/1/2002,State
2002M02,MA,112.8798479,2002,02,2/1/2002,State
2002M03,MA,114.6429567,2002,03,3/1/2002,State
2002M04,MA,116.7452908,2002,04,4/1/2002,State
2002M05,MA,118.7452318,2002,05,5/1/2002,State
2002M06,MA,120.8398516,2002,06,6/1/2002,State
2002M07,MA,122.8528979,2002,07,7/1/2002,State
2002M08,MA,124.2670342,2002,08,8/1/2002,State
2002M09,MA,125.5106913,2002,09,9/1/2002,State
2002M10,MA,126.3299222,2002,10,10/1/2002,State
2002M11,MA,126.6342637,2002,11,11/1/2002,State
2002M12,MA,126.8604559,2002,12,12/1/2002,State
2003M01,MA,126.9822998,2003,01,1/1/2003,State
2003M02,MA,127.3725106,2003,02,2/1/2003,State
2003M03,MA,128.3323511,2003,03,3/1/2003,State
2003M04,MA,129.9080892,2003,04,4/1/2003,State
2003M05,MA,131.8824333,2003,05,5/1/2003,State
2003M06,MA,133.6417886,2003,06,6/1/2003,State
2003M07,MA,135.0484399,2003,07,7/1/2003,State
2003M08,MA,136.2184758,2003,08,8/1/2003,State
2003M09,MA,137.2508162,2003,09,9/1/2003,State
2003M10,MA,138.0261955,2003,10,10/1/2003,State
2003M11,MA,138.3438644,2003,11,11/1/2003,State
2003M12,MA,138.3402618,2003,12,12/1/2003,State
2004M01,MA,138.5431766,2004,01,1/1/2004,State
2004M02,MA,139.2856746,2004,02,2/1/2004,State
2004M03,MA,140.4862375,2004,03,3/1/2004,State
2004M04,MA,142.2649366,2004,04,4/1/2004,State
2004M05,MA,144.5799747,2004,05,5/1/2004,State
2004M06,MA,147.1458413,2004,06,6/1/2004,State
2004M07,MA,149.15189,2004,07,7/1/2004,State
2004M08,MA,149.9881748,2004,08,8/1/2004,State
2004M09,MA,150.304398,2004,09,9/1/2004,State
2004M10,MA,150.4389427,2004,10,10/1/2004,State
2004M11,MA,150.3011331,2004,11,11/1/2004,State
2004M12,MA,150.1353557,2004,12,12/1/2004,State
2005M01,MA,150.4695068,2005,01,1/1/2005,State
2005M02,MA,151.4910457,2005,02,2/1/2005,State
2005M03,MA,152.7780623,2005,03,3/1/2005,State
2005M04,MA,154.1983922,2005,04,4/1/2005,State
2005M05,MA,155.6555507,2005,05,5/1/2005,State
2005M06,MA,157.2195405,2005,06,6/1/2005,State
2005M07,MA,158.338833,2005,07,7/1/2005,State
2005M08,MA,158.1082363,2005,08,8/1/2005,State
2005M09,MA,157.2161842,2005,09,9/1/2005,State
2005M10,MA,156.4753433,2005,10,10/1/2005,State
2005M11,MA,155.5924497,2005,11,11/1/2005,State
2005M12,MA,154.2275973,2005,12,12/1/2005,State
2006M01,MA,152.968,2006,01,1/1/2006,State
2006M02,MA,152.6649576,2006,02,2/1/2006,State
2006M03,MA,153.2000476,2006,03,3/1/2006,State
2006M04,MA,154.1427118,2006,04,4/1/2006,State
2006M05,MA,155.2283731,2006,05,5/1/2006,State
2006M06,MA,155.8243223,2006,06,6/1/2006,State
2006M07,MA,155.3291517,2006,07,7/1/2006,State
2006M08,MA,153.7428696,2006,08,8/1/2006,State
2006M09,MA,151.9238893,2006,09,9/1/2006,State
2006M10,MA,150.6553431,2006,10,10/1/2006,State
2006M11,MA,149.4220713,2006,11,11/1/2006,State
2006M12,MA,147.7522311,2006,12,12/1/2006,State
2007M01,MA,146.3615489,2007,01,1/1/2007,State
2007M02,MA,146.2475685,2007,02,2/1/2007,State
2007M03,MA,147.2338962,2007,03,3/1/2007,State
2007M04,MA,148.1734204,2007,04,4/1/2007,State
2007M05,MA,148.8171736,2007,05,5/1/2007,State
2007M06,MA,149.4215914,2007,06,6/1/2007,State
2007M07,MA,149.4518469,2007,07,7/1/2007,State
2007M08,MA,148.6363166,2007,08,8/1/2007,State
2007M09,MA,147.1897754,2007,09,9/1/2007,State
2007M10,MA,145.5900225,2007,10,10/1/2007,State
2007M11,MA,143.8492205,2007,11,11/1/2007,State
2007M12,MA,141.438836,2007,12,12/1/2007,State
2008M01,MA,139.3610767,2008,01,1/1/2008,State
2008M02,MA,138.6392291,2008,02,2/1/2008,State
2008M03,MA,138.5936718,2008,03,3/1/2008,State
2008M04,MA,138.6817735,2008,04,4/1/2008,State
2008M05,MA,139.0266157,2008,05,5/1/2008,State
2008M06,MA,139.6875958,2008,06,6/1/2008,State
2008M07,MA,140.0168131,2008,07,7/1/2008,State
2008M08,MA,139.5465766,2008,08,8/1/2008,State
2008M09,MA,138.3175946,2008,09,9/1/2008,State
2008M10,MA,136.8413742,2008,10,10/1/2008,State
2008M11,MA,135.1602102,2008,11,11/1/2008,State
2008M12,MA,133.1524228,2008,12,12/1/2008,State
2009M01,MA,131.4239287,2009,01,1/1/2009,State
2009M02,MA,130.2967213,2009,02,2/1/2009,State
2009M03,MA,130.1535379,2009,03,3/1/2009,State
2009M04,MA,131.0087389,2009,04,4/1/2009,State
2009M05,MA,132.5231351,2009,05,5/1/2009,State
2009M06,MA,134.0832692,2009,06,6/1/2009,State
2009M07,MA,134.8793853,2009,07,7/1/2009,State
2009M08,MA,134.7227283,2009,08,8/1/2009,State
2009M09,MA,134.0743063,2009,09,9/1/2009,State
2009M10,MA,133.6340315,2009,10,10/1/2009,State
2009M11,MA,133.2943302,2009,11,11/1/2009,State
2009M12,MA,132.6267768,2009,12,12/1/2009,State
2010M01,MA,132.163968,2010,01,1/1/2010,State
2010M02,MA,132.274415,2010,02,2/1/2010,State
2010M03,MA,132.8907305,2010,03,3/1/2010,State
2010M04,MA,133.7535881,2010,04,4/1/2010,State
2010M05,MA,134.3573252,2010,05,5/1/2010,State
2010M06,MA,134.556903,2010,06,6/1/2010,State
2010M07,MA,134.2746653,2010,07,7/1/2010,State
2010M08,MA,133.4890123,2010,08,8/1/2010,State
2010M09,MA,132.5641002,2010,09,9/1/2010,State
2010M10,MA,131.7636946,2010,10,10/1/2010,State
2010M11,MA,130.776825,2010,11,11/1/2010,State
2010M12,MA,129.4266704,2010,12,12/1/2010,State
2011M01,MA,128.2492935,2011,01,1/1/2011,State
2011M02,MA,127.6757499,2011,02,2/1/2011,State
2011M03,MA,128.0111445,2011,03,3/1/2011,State
2011M04,MA,129.108628,2011,04,4/1/2011,State
2011M05,MA,130.2137982,2011,05,5/1/2011,State
2011M06,MA,130.8397882,2011,06,6/1/2011,State
2011M07,MA,130.793088,2011,07,7/1/2011,State
2011M08,MA,130.1618364,2011,08,8/1/2011,State
2011M09,MA,129.2249095,2011,09,9/1/2011,State
2011M10,MA,128.0863519,2011,10,10/1/2011,State
2011M11,MA,126.9172776,2011,11,11/1/2011,State
2011M12,MA,125.642053,2011,12,12/1/2011,State
2012M01,MA,124.5940211,2012,01,1/1/2012,State
2012M02,MA,124.3782496,2012,02,2/1/2012,State
2012M03,MA,125.067682,2012,03,3/1/2012,State
2012M04,MA,126.4284417,2012,04,4/1/2012,State
2012M05,MA,128.156445,2012,05,5/1/2012,State
2012M06,MA,129.8325576,2012,06,6/1/2012,State
2012M07,MA,130.6160822,2012,07,7/1/2012,State
2012M08,MA,130.3769257,2012,08,8/1/2012,State
2012M09,MA,129.8002108,2012,09,9/1/2012,State
2012M10,MA,129.4185374,2012,10,10/1/2012,State
2012M11,MA,129.3907892,2012,11,11/1/2012,State
2012M12,MA,129.3272257,2012,12,12/1/2012,State
2013M01,MA,129.4143156,2013,01,1/1/2013,State
2013M02,MA,130.2087193,2013,02,2/1/2013,State
2013M03,MA,131.6336678,2013,03,3/1/2013,State
2013M04,MA,133.6417733,2013,04,4/1/2013,State
2013M05,MA,135.9388262,2013,05,5/1/2013,State
2013M06,MA,137.9563053,2013,06,6/1/2013,State
2013M07,MA,139.3172352,2013,07,7/1/2013,State
2013M08,MA,139.8765676,2013,08,8/1/2013,State
2013M09,MA,139.7966462,2013,09,9/1/2013,State
2013M10,MA,139.5333668,2013,10,10/1/2013,State
2013M11,MA,139.1715982,2013,11,11/1/2013,State
2013M12,MA,138.758828,2013,12,12/1/2013,State
2014M01,MA,138.521924,2014,01,1/1/2014,State
2014M02,MA,138.7722939,2014,02,2/1/2014,State
2014M03,MA,139.9878951,2014,03,3/1/2014,State
2014M04,MA,142.0775887,2014,04,4/1/2014,State
2014M05,MA,144.1915497,2014,05,5/1/2014,State
2014M06,MA,145.5844695,2014,06,6/1/2014,State
2014M07,MA,146.1443795,2014,07,7/1/2014,State
2014M08,MA,145.9589088,2014,08,8/1/2014,State
2014M09,MA,145.490041,2014,09,9/1/2014,State
2014M10,MA,145.0585635,2014,10,10/1/2014,State
2014M11,MA,144.4862589,2014,11,11/1/2014,State
2014M12,MA,143.6685144,2014,12,12/1/2014,State
2015M01,MA,143.0411706,2015,01,1/1/2015,State
2015M02,MA,143.4940877,2015,02,2/1/2015,State
2015M03,MA,144.9940204,2015,03,3/1/2015,State
2015M04,MA,146.9006494,2015,04,4/1/2015,State
2015M05,MA,149.114505,2015,05,5/1/2015,State
2015M06,MA,151.2262283,2015,06,6/1/2015,State
2015M07,MA,152.4497144,2015,07,7/1/2015,State
2015M08,MA,152.6296722,2015,08,8/1/2015,State
2015M09,MA,152.2011165,2015,09,9/1/2015,State
2015M10,MA,151.7540884,2015,10,10/1/2015,State
2015M11,MA,151.4417733,2015,11,11/1/2015,State
2015M12,MA,150.8510921,2015,12,12/1/2015,State
2016M01,MA,150.1799178,2016,01,1/1/2016,State
2016M02,MA,150.1020763,2016,02,2/1/2016,State
2016M03,MA,151.190495,2016,03,3/1/2016,State
1975M01,MD,26.94053259,1975,01,1/1/1975,State
1975M02,MD,26.85266155,1975,02,2/1/1975,State
1975M03,MD,26.81552597,1975,03,3/1/1975,State
1975M04,MD,26.87296928,1975,04,4/1/1975,State
1975M05,MD,27.0113585,1975,05,5/1/1975,State
1975M06,MD,27.18502051,1975,06,6/1/1975,State
1975M07,MD,27.38678108,1975,07,7/1/1975,State
1975M08,MD,27.59988508,1975,08,8/1/1975,State
1975M09,MD,27.75969199,1975,09,9/1/1975,State
1975M10,MD,27.90067519,1975,10,10/1/1975,State
1975M11,MD,28.14216496,1975,11,11/1/1975,State
1975M12,MD,28.43960514,1975,12,12/1/1975,State
1976M01,MD,28.67915526,1976,01,1/1/1976,State
1976M02,MD,28.84312907,1976,02,2/1/1976,State
1976M03,MD,28.97711263,1976,03,3/1/1976,State
1976M04,MD,29.11711151,1976,04,4/1/1976,State
1976M05,MD,29.2762792,1976,05,5/1/1976,State
1976M06,MD,29.4857587,1976,06,6/1/1976,State
1976M07,MD,29.75624953,1976,07,7/1/1976,State
1976M08,MD,30.0226445,1976,08,8/1/1976,State
1976M09,MD,30.17523273,1976,09,9/1/1976,State
1976M10,MD,30.21185755,1976,10,10/1/1976,State
1976M11,MD,30.26839824,1976,11,11/1/1976,State
1976M12,MD,30.47495953,1976,12,12/1/1976,State
1977M01,MD,30.80108353,1977,01,1/1/1977,State
1977M02,MD,31.09765534,1977,02,2/1/1977,State
1977M03,MD,31.29643589,1977,03,3/1/1977,State
1977M04,MD,31.45384165,1977,04,4/1/1977,State
1977M05,MD,31.69245529,1977,05,5/1/1977,State
1977M06,MD,32.04941287,1977,06,6/1/1977,State
1977M07,MD,32.40453394,1977,07,7/1/1977,State
1977M08,MD,32.6562737,1977,08,8/1/1977,State
1977M09,MD,32.81092268,1977,09,9/1/1977,State
1977M10,MD,32.97654991,1977,10,10/1/1977,State
1977M11,MD,33.21012822,1977,11,11/1/1977,State
1977M12,MD,33.50791422,1977,12,12/1/1977,State
1978M01,MD,33.80185436,1978,01,1/1/1978,State
1978M02,MD,33.99844665,1978,02,2/1/1978,State
1978M03,MD,34.14155727,1978,03,3/1/1978,State
1978M04,MD,34.34519702,1978,04,4/1/1978,State
1978M05,MD,34.73218094,1978,05,5/1/1978,State
1978M06,MD,35.22807819,1978,06,6/1/1978,State
1978M07,MD,35.64226523,1978,07,7/1/1978,State
1978M08,MD,35.96379776,1978,08,8/1/1978,State
1978M09,MD,36.25914144,1978,09,9/1/1978,State
1978M10,MD,36.56045602,1978,10,10/1/1978,State
1978M11,MD,36.84065173,1978,11,11/1/1978,State
1978M12,MD,36.97068828,1978,12,12/1/1978,State
1979M01,MD,37.05226665,1979,01,1/1/1979,State
1979M02,MD,37.2712561,1979,02,2/1/1979,State
1979M03,MD,37.59960181,1979,03,3/1/1979,State
1979M04,MD,38.03895636,1979,04,4/1/1979,State
1979M05,MD,38.67704444,1979,05,5/1/1979,State
1979M06,MD,39.41757888,1979,06,6/1/1979,State
1979M07,MD,39.95726503,1979,07,7/1/1979,State
1979M08,MD,40.16663769,1979,08,8/1/1979,State
1979M09,MD,40.19523716,1979,09,9/1/1979,State
1979M10,MD,40.28852483,1979,10,10/1/1979,State
1979M11,MD,40.57400013,1979,11,11/1/1979,State
1979M12,MD,40.9196125,1979,12,12/1/1979,State
1980M01,MD,41.16369246,1980,01,1/1/1980,State
1980M02,MD,41.34955759,1980,02,2/1/1980,State
1980M03,MD,41.57905997,1980,03,3/1/1980,State
1980M04,MD,41.86549323,1980,04,4/1/1980,State
1980M05,MD,42.20164102,1980,05,5/1/1980,State
1980M06,MD,42.5752918,1980,06,6/1/1980,State
1980M07,MD,42.92399375,1980,07,7/1/1980,State
1980M08,MD,43.26745006,1980,08,8/1/1980,State
1980M09,MD,43.69002105,1980,09,9/1/1980,State
1980M10,MD,44.22209509,1980,10,10/1/1980,State
1980M11,MD,44.76225724,1980,11,11/1/1980,State
1980M12,MD,45.14818841,1980,12,12/1/1980,State
1981M01,MD,45.37286088,1981,01,1/1/1981,State
1981M02,MD,45.49368887,1981,02,2/1/1981,State
1981M03,MD,45.54190474,1981,03,3/1/1981,State
1981M04,MD,45.5771204,1981,04,4/1/1981,State
1981M05,MD,45.69879038,1981,05,5/1/1981,State
1981M06,MD,45.94845835,1981,06,6/1/1981,State
1981M07,MD,46.2230238,1981,07,7/1/1981,State
1981M08,MD,46.49294795,1981,08,8/1/1981,State
1981M09,MD,46.84554281,1981,09,9/1/1981,State
1981M10,MD,47.26052957,1981,10,10/1/1981,State
1981M11,MD,47.59695545,1981,11,11/1/1981,State
1981M12,MD,47.77145801,1981,12,12/1/1981,State
1982M01,MD,47.77999178,1982,01,1/1/1982,State
1982M02,MD,47.6267457,1982,02,2/1/1982,State
1982M03,MD,47.3590519,1982,03,3/1/1982,State
1982M04,MD,47.0445079,1982,04,4/1/1982,State
1982M05,MD,46.78713092,1982,05,5/1/1982,State
1982M06,MD,46.69661942,1982,06,6/1/1982,State
1982M07,MD,46.72668437,1982,07,7/1/1982,State
1982M08,MD,46.73873135,1982,08,8/1/1982,State
1982M09,MD,46.69388531,1982,09,9/1/1982,State
1982M10,MD,46.6682731,1982,10,10/1/1982,State
1982M11,MD,46.72267445,1982,11,11/1/1982,State
1982M12,MD,46.82799516,1982,12,12/1/1982,State
1983M01,MD,46.92747598,1983,01,1/1/1983,State
1983M02,MD,47.03182621,1983,02,2/1/1983,State
1983M03,MD,47.19641973,1983,03,3/1/1983,State
1983M04,MD,47.49593988,1983,04,4/1/1983,State
1983M05,MD,47.96046358,1983,05,5/1/1983,State
1983M06,MD,48.46293549,1983,06,6/1/1983,State
1983M07,MD,48.78379183,1983,07,7/1/1983,State
1983M08,MD,48.84382833,1983,08,8/1/1983,State
1983M09,MD,48.83590654,1983,09,9/1/1983,State
1983M10,MD,48.92419001,1983,10,10/1/1983,State
1983M11,MD,49.10606383,1983,11,11/1/1983,State
1983M12,MD,49.28961899,1983,12,12/1/1983,State
1984M01,MD,49.39659878,1984,01,1/1/1984,State
1984M02,MD,49.54449483,1984,02,2/1/1984,State
1984M03,MD,49.90343912,1984,03,3/1/1984,State
1984M04,MD,50.43481759,1984,04,4/1/1984,State
1984M05,MD,50.94174088,1984,05,5/1/1984,State
1984M06,MD,51.29829151,1984,06,6/1/1984,State
1984M07,MD,51.43610739,1984,07,7/1/1984,State
1984M08,MD,51.39746276,1984,08,8/1/1984,State
1984M09,MD,51.35396926,1984,09,9/1/1984,State
1984M10,MD,51.42860874,1984,10,10/1/1984,State
1984M11,MD,51.64997174,1984,11,11/1/1984,State
1984M12,MD,51.97135025,1984,12,12/1/1984,State
1985M01,MD,52.2678361,1985,01,1/1/1985,State
1985M02,MD,52.45124889,1985,02,2/1/1985,State
1985M03,MD,52.62116238,1985,03,3/1/1985,State
1985M04,MD,52.9234499,1985,04,4/1/1985,State
1985M05,MD,53.33138492,1985,05,5/1/1985,State
1985M06,MD,53.71950218,1985,06,6/1/1985,State
1985M07,MD,53.99878593,1985,07,7/1/1985,State
1985M08,MD,54.13785159,1985,08,8/1/1985,State
1985M09,MD,54.11868163,1985,09,9/1/1985,State
1985M10,MD,54.178627,1985,10,10/1/1985,State
1985M11,MD,54.544632,1985,11,11/1/1985,State
1985M12,MD,54.98211264,1985,12,12/1/1985,State
1986M01,MD,55.27504782,1986,01,1/1/1986,State
1986M02,MD,55.47599274,1986,02,2/1/1986,State
1986M03,MD,55.73561124,1986,03,3/1/1986,State
1986M04,MD,56.21985215,1986,04,4/1/1986,State
1986M05,MD,56.90520991,1986,05,5/1/1986,State
